ID,Income,Kidhome,Teenhome,Recency,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,membership_Years,Total_Mnt,Total_Purchases,Income_scaled,Kidhome_scaled,Teenhome_scaled,Recency_scaled,NumWebVisitsMonth_scaled,Age_scaled,membership_Years_scaled,Total_Mnt_scaled,Total_Purchases_scaled,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Income_eq_width_Medium,Income_eq_width_High,Income_eq_freq_Medium,Income_eq_freq_High,Revenue_YN
5524,58138.0,0,0,58,7,0,0,0,0,0,0,1,68,13,1297.0,25,0.31674767003245075,-0.8249147049903558,-0.931324099335643,0.310183436513334,0.7489274568524694,1.0190805041603535,1.5055780323916326,1.853357633659917,1.433835950893117,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,1
2174,46344.0,1,1,38,5,0,0,0,0,0,0,0,71,11,27.0,6,-0.2554349816996345,1.0372523001461982,0.9063779181034384,-0.38032816730884483,-0.1210487216726067,1.277119907711497,-1.416975723941708,-1.0216142458994868,-1.152365577371573,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,0
4141,71613.0,0,0,26,4,0,0,0,0,0,0,0,60,12,776.0,21,0.9704835723632841,-0.8249147049903558,-0.931324099335643,-0.7946351296021521,-0.5560368109351448,0.3309754280239706,0.044301154224962246,0.6739400358249175,0.8893724712584455,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,1
6182,26646.0,1,0,26,6,0,0,0,0,0,0,0,41,11,53.0,8,-1.2110780098341618,1.0372523001461982,-0.931324099335643,-0.7946351296021521,0.3139393675899314,-1.3032741277999387,-1.416975723941708,-0.9627565538770109,-0.8801338375542374,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
5324,58293.0,1,0,94,5,0,0,0,0,0,0,0,44,11,422.0,19,0.32426745221139536,1.0372523001461982,-0.931324099335643,1.553104323393256,-0.1210487216726067,-1.0452347242487952,-1.416975723941708,-0.12743007863494785,0.6171407314411097,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,1
7446,62513.0,0,1,16,6,0,0,0,0,0,0,0,58,12,716.0,22,0.5289995863736304,-0.8249147049903558,0.9063779181034384,-1.1398909315132415,0.3139393675899314,0.1589491589898749,0.044301154224962246,0.5381145926961267,1.0254883411671134,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,1
965,55635.0,0,1,34,6,0,0,0,0,0,0,0,54,13,590.0,21,0.1953153165234284,-0.8249147049903558,0.9063779181034384,-0.5184304880732806,0.3139393675899314,-0.18510337907831653,1.5055780323916326,0.2528811621256662,0.8893724712584455,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,1
6177,33454.0,1,0,32,8,0,0,0,0,0,0,0,40,12,169.0,10,-0.8807897706454186,1.0372523001461982,-0.931324099335643,-0.5874816484554984,1.1839155461150075,-1.3892872623169865,0.044301154224962246,-0.7001606971613488,-0.6079020977369015,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0
4855,30351.0,1,0,19,9,0,0,0,0,0,0,1,51,12,46.0,6,-1.031330958395517,1.0372523001461982,-0.931324099335643,-1.0363141909399147,1.6189036353775457,-0.4431427826294601,0.044301154224962246,-0.9786028555753697,-1.152365577371573,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0
5899,5648.0,1,1,68,6,1,0,0,0,0,0,0,75,11,49.0,2,-2.229790178824354,1.0372523001461982,0.9063779181034384,0.6554392384244234,0.3139393675899314,1.6211724457796886,-1.416975723941708,-0.9718115834189303,-1.6968290570062448,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0
387,7500.0,0,0,59,8,0,0,0,0,0,0,0,49,13,61.0,6,-2.139940910466899,-0.8249147049903558,-0.931324099335643,0.344709016704443,1.1839155461150075,-0.6151690516635558,1.5055780323916326,-0.9446464947931721,-1.152365577371573,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
2125,63033.0,0,0,82,2,0,0,0,0,0,0,0,66,12,785.0,16,0.5542272427158963,-0.8249147049903558,-0.931324099335643,1.1387973610999487,-1.426012989460221,0.8470542351262578,0.044301154224962246,0.694313852294236,0.20879312171510597,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,1
8180,59354.0,1,1,53,6,0,0,0,0,0,0,0,73,12,310.0,15,0.37574157409436487,1.0372523001461982,0.9063779181034384,0.13755553555778932,0.3139393675899314,1.4491461767455929,0.044301154224962246,-0.38097090580869053,0.07267725180643805,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,0
2569,17323.0,0,0,38,8,0,0,0,0,0,0,0,38,13,46.0,5,-1.6633807792167488,-0.8249147049903558,-0.931324099335643,-0.38032816730884483,1.1839155461150075,-1.5613135313510822,1.5055780323916326,-0.9786028555753697,-1.288481447280241,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
2114,82800.0,0,0,23,3,0,0,1,1,0,0,1,79,13,1315.0,26,1.5132177867881473,-0.8249147049903558,-0.931324099335643,-0.898211870175479,-0.9910249001976829,1.96522498384788,1.5055780323916326,1.8941052665985543,1.569951820801785,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,1
9736,41850.0,1,1,51,8,0,0,0,0,0,0,0,45,13,96.0,9,-0.47346015016529425,1.0372523001461982,0.9063779181034384,0.06850437517557142,1.1839155461150075,-0.9592215897317472,1.5055780323916326,-0.8654149863013775,-0.7440179676455695,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,0
4939,37760.0,0,0,20,7,0,0,0,0,0,0,0,79,13,179.0,13,-0.6718853702419627,-0.8249147049903558,-0.931324099335643,-1.0017886107488059,0.7489274568524694,1.96522498384788,1.5055780323916326,-0.6775231233065503,-0.19955448801089778,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0
6565,76995.0,0,1,91,5,0,0,0,1,0,0,0,76,12,1558.5,26,1.2315898155057363,-0.8249147049903558,0.9063779181034384,1.4495275828199292,-0.1210487216726067,1.7071855802967364,0.044301154224962246,2.4453301899628963,1.569951820801785,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,1
2278,33812.0,1,0,86,6,0,0,0,0,0,0,0,40,13,133.0,8,-0.8634214995482433,1.0372523001461982,-0.931324099335643,1.2768996818643843,0.3139393675899314,-1.3892872623169865,1.5055780323916326,-0.7816559630386232,-0.8801338375542374,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
9360,37040.0,0,0,41,8,0,0,0,0,0,0,0,43,13,316.0,12,-0.7068159713312541,-0.8249147049903558,-0.931324099335643,-0.276751426735518,1.1839155461150075,-1.131247858765843,1.5055780323916326,-0.36738836149581144,-0.3356703579195657,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
5376,2447.0,1,0,42,1,0,0,0,0,0,0,0,46,12,73.0,4,-2.3850858095004948,1.0372523001461982,-0.931324099335643,-0.24222584654440904,-1.861001078722759,-0.8732084552146994,0.044301154224962246,-0.9174814061674139,-1.424597317188909,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1993,58607.0,0,1,63,8,0,1,0,0,0,0,0,76,13,972.0,17,0.3395010754642252,-0.8249147049903558,0.9063779181034384,0.4828113374688787,1.1839155461150075,1.7071855802967364,1.5055780323916326,1.1176364833789671,0.34490899162377386,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,1
4047,65324.0,0,1,0,4,0,0,0,0,0,0,0,71,11,544.0,20,0.6653744747930718,-0.8249147049903558,0.9063779181034384,-1.6923002145709847,-0.5560368109351448,1.277119907711497,-1.416975723941708,0.1487483223935933,0.7532566013497777,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,1
1409,40689.0,0,1,69,8,0,0,0,0,0,0,0,74,12,444.0,15,-0.5297857444217764,-0.8249147049903558,0.9063779181034384,0.6899648186155324,1.1839155461150075,1.5351593112626407,0.044301154224962246,-0.07762741615439124,0.07267725180643805,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,0
7892,18589.0,0,0,89,7,0,0,0,0,0,0,0,56,12,75.0,8,-1.6019611389680781,-0.8249147049903558,-0.931324099335643,1.3804764224377113,0.7489274568524694,-0.013077110044220804,0.044301154224962246,-0.9129538913964542,-0.8801338375542374,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0
2404,53359.0,1,1,4,7,0,0,0,0,0,0,0,49,12,257.0,14,0.08489580530227984,1.0372523001461982,0.9063779181034384,-1.5541978938065488,0.7489274568524694,-0.6151690516635558,0.044301154224962246,-0.5009500472391224,-0.06343861810222987,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,0
9422,38360.0,1,0,26,3,0,0,0,0,0,0,0,36,12,131.0,9,-0.6427765360008867,1.0372523001461982,-0.931324099335643,-0.7946351296021521,-0.9910249001976829,-1.7333398003851779,0.044301154224962246,-0.7861834778095829,-0.7440179676455695,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
